brand,rating,category,praise_category,summary,source_url
Acuvue,4.0,unclear / insufficient detail,no praise / negative review,The review provides no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,4.0,no complaint / positive feedback,general satisfaction / no specific theme,The user is satisfied and has purchased multiple times.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,2.0,product mismatch/counterfeit concern,no praise / negative review,The box could not be exchanged due to being gray market.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The user expresses their happiness.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,2.0,quality/defect (other),no praise / negative review,"One box didn't fit properly, indicating a potential defect.",https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The user intends to buy again and recommend it.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,no praise / negative review,The review provides no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,no praise / negative review,The review provides no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,no praise / negative review,The review provides no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The user has repurchased multiple times.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,3.0,quality/defect (other),no praise / negative review,"One lens was out of shape, suggesting a defect.",https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,no praise / negative review,The review provides no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The user has repurchased multiple times.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,no praise / negative review,The review provides no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,value for money,Reviewer finds the product inexpensive.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,Reviewer has bought this product several times.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,Reviewer provided no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,2.0,product mismatch/counterfeit concern,no praise / negative review,Received the wrong product instead of the ordered Oasys.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,4.0,no complaint / positive feedback,general satisfaction / no specific theme,Reviewer is satisfied with the purchase.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,1.0,unclear / insufficient detail,unclear / insufficient detail,Reviewer provided no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,Reviewer provided no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,Reviewer finds the product to be acceptable.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,Reviewer thinks the product is very good.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,value for money,The product is cheaper than at other stores.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,packaging,The packaging of the product is good.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,Reviewer has bought this product several times.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,Reviewer provided no useful information.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,packaging,Both the packaging and the product are good.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,comfort/dryness,comfort,"The lenses are very comfortable, though slightly expensive.",https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,No content available.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,3.0,unclear / insufficient detail,unclear / insufficient detail,No content available.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,No content available.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,1.0,shipping/fulfillment,no praise / negative review,Delivery took too long.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,comfort,Lenses are moisturizing and comfortable for long wear.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,4.0,quality/defect (other),no praise / negative review,"Vision is blurry, possibly due to a weak prescription.",https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-O1D-100_85?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,value for money,Product offers great value.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-85-ACUVUE-MOIST-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Moist_85-100-LABEL?scrollTo=reviewTab
Acuvue,1.0,quality/defect (other),no praise / negative review,Two out of seven pairs were not usable.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-85-ACUVUE-MOIST-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Moist_85-100-LABEL?scrollTo=reviewTab
Acuvue,1.0,quality/defect (other),no praise / negative review,Product expired two years ago.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-90-OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Oasys-O1D_90-100_LABEL?scrollTo=reviewTab
Acuvue,3.0,packaging,no praise / negative review,Tape on the box is troublesome and not eco-friendly.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-90-OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Oasys-O1D_90-100_LABEL?scrollTo=reviewTab
Acuvue,1.0,product mismatch/counterfeit concern,no praise / negative review,Product is not authorized for sale in Hong Kong.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-90-OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Oasys-O1D_90-100_LABEL?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,No content available.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-90-OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Oasys-O1D_90-100_LABEL?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,No content available.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-90-OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Oasys-O1D_90-100_LABEL?scrollTo=reviewTab
Acuvue,4.0,price,no praise / negative review,Product would be better if it were cheaper.,https://www.hktvmall.com/hktv/en/main/Contact-Lens-247/s/H9835001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Daily-Disposable/BC-90-OASYS-1DAY-with-HydraLuxe-Daily-Disposal-Contact-Lenses-Authorized-products/p/H9835001_S_Oasys-O1D_90-100_LABEL?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,comfort,Very comfortable to wear and non-irritating.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Bi-weekly-Disposable/ACUVUE-OASYS-Biweekly-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-Pi-100_84?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,The review has no usable content.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Bi-weekly-Disposable/ACUVUE-OASYS-Biweekly-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-Pi-100_84?scrollTo=reviewTab
Acuvue,1.0,product mismatch/counterfeit concern,no praise / negative review,The product boxes appear altered and may be counterfeit.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Bi-weekly-Disposable/ACUVUE-OASYS-Biweekly-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-Pi-100_84?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,The review has no usable content.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Bi-weekly-Disposable/ACUVUE-OASYS-Biweekly-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-Pi-100_84?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,The review has no usable content.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Spherical-for-Short-Long-sighted/Bi-weekly-Disposable/ACUVUE-OASYS-Biweekly-Disposal-Contact-Lenses-Parallel-imported-products-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Oasys-Pi-100_84?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,customer service,The reviewer mentioned having good service.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The reviewer expresses general satisfaction.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The reviewer is currently using the product.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
Acuvue,5.0,unclear / insufficient detail,unclear / insufficient detail,The review has no usable content.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,packaging,The product was well packaged and has been repurchased.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
Acuvue,4.0,no complaint / positive feedback,authenticity / genuine product,The product is well packaged and authentic.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
Acuvue,5.0,no complaint / positive feedback,general satisfaction / no specific theme,The reviewer finds the product satisfactory.,https://www.hktvmall.com/hktv/en/main/POKECON/s/H8617001/Personal-Care-%26-Health/Personal-Care-%26-Health/Contact-Lenses-%26-Eye-Care/Contact-Lenses/Multifocal-Contact-Lenses/Daily-Disposable/1DAY-ACUVUE-MOIST-MULTIFOCAL-Daily-Disposal-contact-lenses-Random-shipment-of-new-and-old-packaging/p/H8617001_S_Moist-MF-100-LOW?scrollTo=reviewTab
